Name,Type,Time,Amount
Tacontento,Food(prepared),2016-05-17T17:58:00Z,3
Tacontento,Food(prepared),2016-05-17T17:58:00Z,1
Tacontento,Food(prepared),2016-05-17T18:00:00Z,3
Tacontento,Food(prepared),2016-05-17T18:05:00Z,3
Tacontento,Food(prepared),2016-05-17T18:05:00Z,3
Tacontento,Food(prepared),2016-05-17T18:05:00Z,2.5
Tacontento,Food(prepared),2016-05-17T18:10:00Z,3
Tacontento,Food(prepared),2016-05-17T18:14:00Z,4.5
Tacontento,Food(prepared),2016-05-17T18:16:00Z,1.5
Tacontento,Food(prepared),2016-05-17T18:28:00Z,3
Tacontento,Food(prepared),2016-05-17T18:30:00Z,3
Tacontento,Food(prepared),2016-05-17T18:30:00Z,1
Tacontento,Food(prepared),2016-05-17T18:32:00Z,3
Tacontento,Food(prepared),2016-05-17T18:37:00Z,3
Tacontento,Food(prepared),2016-05-17T18:38:00Z,3
Tacontento,Food(prepared),2016-05-17T18:39:00Z,3
Tacontento,Food(prepared),2016-05-17T18:39:00Z,2.5
Tacontento,Food(prepared),2016-05-17T18:40:00Z,3
Tacontento,Food(prepared),2016-05-17T18:40:00Z,2.5
Tacontento,Food(prepared),2016-05-17T18:41:00Z,3
Tacontento,Food(prepared),2016-05-17T18:41:00Z,3
Tacontento,Food(prepared),2016-05-17T18:44:00Z,3
Tacontento,Food(prepared),2016-05-17T18:44:00Z,3
Tacontento,Food(prepared),2016-05-17T18:45:00Z,4.5
Tacontento,Food(prepared),2016-05-17T18:48:00Z,3
Tacontento,Food(prepared),2016-05-17T18:48:00Z,3
Tacontento,Food(prepared),2016-05-17T18:49:00Z,3
Tacontento,Food(prepared),2016-05-17T18:57:00Z,3
Tacontento,Food(prepared),2016-05-17T18:57:00Z,2.5
Tacontento,Food(prepared),2016-05-17T18:58:00Z,3
Tacontento,Food(prepared),2016-05-17T18:59:00Z,3
Tacontento,Food(prepared),2016-05-17T22:22:00Z,6
Tacontento,Food(prepared),2016-05-18T19:00:00Z,3
Tacontento,Food(prepared),2016-05-18T19:01:00Z,1.5
Tacontento,Food(prepared),2016-05-18T19:07:00Z,3
Tacontento,Food(prepared),2016-05-18T19:07:00Z,1
Tacontento,Food(prepared),2016-05-18T19:08:00Z,4.5
Tacontento,Food(prepared),2016-05-18T19:09:00Z,3
Tacontento,Food(prepared),2016-05-18T19:12:00Z,3
Tacontento,Food(prepared),2016-05-18T19:14:00Z,3
Tacontento,Food(prepared),2016-05-18T19:14:00Z,4.5
Tacontento,Food(prepared),2016-05-18T19:14:00Z,1
Tacontento,Food(prepared),2016-05-18T19:17:00Z,3
Tacontento,Food(prepared),2016-05-18T19:17:00Z,4.5
Tacontento,Food(prepared),2016-05-18T19:30:00Z,4.5
Tacontento,Food(prepared),2016-05-18T19:31:00Z,1.5
Tacontento,Food(prepared),2016-05-18T19:33:00Z,4.5
Tacontento,Food(prepared),2016-05-18T19:34:00Z,3
Tacontento,Food(prepared),2016-05-18T19:41:00Z,3
Tacontento,Food(prepared),2016-05-18T19:43:00Z,4.5
Tacontento,Food(prepared),2016-05-18T19:44:00Z,4.5
Tacontento,Food(prepared),2016-05-18T19:44:00Z,3
Tacontento,Food(prepared),2016-05-18T19:46:00Z,3
Tacontento,Food(prepared),2016-05-18T19:50:00Z,3
Tacontento,Food(prepared),2016-05-18T19:52:00Z,4.5
Tacontento,Food(prepared),2016-05-18T19:57:00Z,1.5
Tacontento,Food(prepared),2016-05-18T19:58:00Z,3
Tacontento,Food(prepared),2016-05-18T19:59:00Z,3
Tacontento,Food(prepared),2016-05-18T17:22:00Z,4.5
Tacontento,Food(prepared),2016-05-18T17:22:00Z,4.5
Tacontento,Food(prepared),2016-05-18T17:23:00Z,4.5
Tacontento,Food(prepared),2016-05-18T17:24:00Z,3
Tacontento,Food(prepared),2016-05-18T17:24:00Z,2.5
Tacontento,Food(prepared),2016-05-18T17:27:00Z,4.5
Tacontento,Food(prepared),2016-05-18T17:30:00Z,3
Tacontento,Food(prepared),2016-05-18T17:38:00Z,4.5
Tacontento,Food(prepared),2016-05-18T17:41:00Z,3
Tacontento,Food(prepared),2016-05-18T17:42:00Z,3
Tacontento,Food(prepared),2016-05-18T17:45:00Z,4.5
Tacontento,Food(prepared),2016-05-18T17:45:00Z,2.5
Tacontento,Food(prepared),2016-05-18T17:47:00Z,4.5
Tacontento,Food(prepared),2016-05-18T17:50:00Z,1.5
Tacontento,Food(prepared),2016-05-18T17:54:00Z,3
Tacontento,Food(prepared),2016-05-18T17:54:00Z,2.5
Tacontento,Food(prepared),2016-05-18T17:55:00Z,4.5
Tacontento,Food(prepared),2016-05-18T17:56:00Z,4.5
Tacontento,Food(prepared),2016-05-18T17:59:00Z,4.5
Tacontento,Food(prepared),2016-05-18T17:59:00Z,3
Tacontento,Food(prepared),2016-05-18T18:02:00Z,3
Tacontento,Food(prepared),2016-05-18T18:04:00Z,3
Tacontento,Food(prepared),2016-05-18T18:05:00Z,3
Tacontento,Food(prepared),2016-05-18T18:08:00Z,3
Tacontento,Food(prepared),2016-05-18T18:08:00Z,2.5
Tacontento,Food(prepared),2016-05-18T18:09:00Z,3
Tacontento,Food(prepared),2016-05-18T18:13:00Z,3
Tacontento,Food(prepared),2016-05-18T18:15:00Z,3
Tacontento,Food(prepared),2016-05-18T18:15:00Z,3
Tacontento,Food(prepared),2016-05-18T18:15:00Z,3
Tacontento,Food(prepared),2016-05-18T18:18:00Z,0.25
Tacontento,Food(prepared),2016-05-18T18:28:00Z,3
Tacontento,Food(prepared),2016-05-18T18:30:00Z,3
Tacontento,Food(prepared),2016-05-18T18:31:00Z,3
Tacontento,Food(prepared),2016-05-18T18:34:00Z,3
Tacontento,Food(prepared),2016-05-18T18:35:00Z,4.5
Tacontento,Food(prepared),2016-05-18T18:36:00Z,3
Tacontento,Food(prepared),2016-05-18T18:37:00Z,3
Tacontento,Food(prepared),2016-05-18T18:38:00Z,3
Tacontento,Food(prepared),2016-05-18T18:42:00Z,3
Tacontento,Food(prepared),2016-05-18T18:42:00Z,1
Tacontento,Food(prepared),2016-05-18T18:43:00Z,3
Tacontento,Food(prepared),2016-05-18T18:43:00Z,3
Tacontento,Food(prepared),2016-05-18T18:44:00Z,2.5
Tacontento,Food(prepared),2016-05-18T18:46:00Z,4.5
Tacontento,Food(prepared),2016-05-18T18:46:00Z,4.5
Tacontento,Food(prepared),2016-05-18T18:48:00Z,4.5
Tacontento,Food(prepared),2016-05-18T18:50:00Z,3
Tacontento,Food(prepared),2016-05-18T18:50:00Z,3
Tacontento,Food(prepared),2016-05-18T18:53:00Z,2.5
Tacontento,Food(prepared),2016-05-18T18:54:00Z,3
Tacontento,Food(prepared),2016-05-18T18:54:00Z,3
Tacontento,Food(prepared),2016-05-18T18:58:00Z,3
Tacontento,Food(prepared),2016-05-18T20:01:00Z,2.5
Tacontento,Food(prepared),2016-05-18T20:05:00Z,1.5
Tacontento,Food(prepared),2016-05-18T20:06:00Z,3
Tacontento,Food(prepared),2016-05-18T20:34:00Z,3
Tacontento,Food(prepared),2016-05-18T20:35:00Z,3
Tacontento,Food(prepared),2016-05-18T20:37:00Z,3
Tacontento,Food(prepared),2016-05-18T20:39:00Z,3
Tacontento,Food(prepared),2016-05-18T20:39:00Z,3
Tacontento,Food(prepared),2016-05-19T19:04:00Z,3
Tacontento,Food(prepared),2016-05-19T19:04:00Z,3
Tacontento,Food(prepared),2016-05-19T19:04:00Z,2.5
Tacontento,Food(prepared),2016-05-19T19:04:00Z,1.5
Tacontento,Food(prepared),2016-05-19T19:06:00Z,3
Tacontento,Food(prepared),2016-05-19T19:06:00Z,1.5
Tacontento,Food(prepared),2016-05-19T19:07:00Z,3
Tacontento,Food(prepared),2016-05-19T19:08:00Z,3
Tacontento,Food(prepared),2016-05-19T19:09:00Z,3
Tacontento,Food(prepared),2016-05-19T19:10:00Z,3
Tacontento,Food(prepared),2016-05-19T19:11:00Z,3
Tacontento,Food(prepared),2016-05-19T19:12:00Z,4.5
Tacontento,Food(prepared),2016-05-19T19:14:00Z,3
Tacontento,Food(prepared),2016-05-19T19:14:00Z,3
Tacontento,Food(prepared),2016-05-19T19:14:00Z,3
Tacontento,Food(prepared),2016-05-19T19:14:00Z,3
Tacontento,Food(prepared),2016-05-19T19:14:00Z,3
Tacontento,Food(prepared),2016-05-19T19:22:00Z,3
Tacontento,Food(prepared),2016-05-19T19:24:00Z,3
Tacontento,Food(prepared),2016-05-19T19:24:00Z,3
Tacontento,Food(prepared),2016-05-19T19:26:00Z,4.5
Tacontento,Food(prepared),2016-05-19T19:26:00Z,3
Tacontento,Food(prepared),2016-05-19T19:26:00Z,2.5
Tacontento,Food(prepared),2016-05-19T19:28:00Z,4.5
Tacontento,Food(prepared),2016-05-19T19:28:00Z,2.5
Tacontento,Food(prepared),2016-05-19T19:30:00Z,3
Tacontento,Food(prepared),2016-05-19T19:39:00Z,3
Tacontento,Food(prepared),2016-05-19T19:40:00Z,2.5
Tacontento,Food(prepared),2016-05-19T19:40:00Z,3
Tacontento,Food(prepared),2016-05-19T19:40:00Z,1
Tacontento,Food(prepared),2016-05-19T19:41:00Z,4.5
Tacontento,Food(prepared),2016-05-19T19:49:00Z,4.5
Tacontento,Food(prepared),2016-05-19T19:50:00Z,4.5
Tacontento,Food(prepared),2016-05-19T19:50:00Z,3
Tacontento,Food(prepared),2016-05-19T19:59:00Z,4.5
Tacontento,Food(prepared),2016-05-19T17:01:00Z,3
Tacontento,Food(prepared),2016-05-19T17:02:00Z,3
Tacontento,Food(prepared),2016-05-19T17:02:00Z,2.5
Tacontento,Food(prepared),2016-05-19T17:05:00Z,3
Tacontento,Food(prepared),2016-05-19T17:07:00Z,4.5
Tacontento,Food(prepared),2016-05-19T17:17:00Z,4.5
Tacontento,Food(prepared),2016-05-19T17:19:00Z,3
Tacontento,Food(prepared),2016-05-19T17:20:00Z,3
Tacontento,Food(prepared),2016-05-19T17:21:00Z,3
Tacontento,Food(prepared),2016-05-19T17:23:00Z,4.5
Tacontento,Food(prepared),2016-05-19T17:24:00Z,3
Tacontento,Food(prepared),2016-05-19T17:25:00Z,4.5
Tacontento,Food(prepared),2016-05-19T17:26:00Z,3
Tacontento,Food(prepared),2016-05-19T17:28:00Z,3
Tacontento,Food(prepared),2016-05-19T17:37:00Z,2.5
Tacontento,Food(prepared),2016-05-19T17:37:00Z,4.5
Tacontento,Food(prepared),2016-05-19T17:52:00Z,3
Tacontento,Food(prepared),2016-05-19T17:55:00Z,3
Tacontento,Food(prepared),2016-05-19T17:56:00Z,3
Tacontento,Food(prepared),2016-05-19T17:56:00Z,2.5
Tacontento,Food(prepared),2016-05-19T18:03:00Z,3
Tacontento,Food(prepared),2016-05-19T18:07:00Z,3
Tacontento,Food(prepared),2016-05-19T18:10:00Z,3
Tacontento,Food(prepared),2016-05-19T18:10:00Z,3
Tacontento,Food(prepared),2016-05-19T18:10:00Z,1.5
Tacontento,Food(prepared),2016-05-19T18:11:00Z,3
Tacontento,Food(prepared),2016-05-19T18:11:00Z,1.5
Tacontento,Food(prepared),2016-05-19T18:12:00Z,3
Tacontento,Food(prepared),2016-05-19T18:14:00Z,3
Tacontento,Food(prepared),2016-05-19T18:14:00Z,3
Tacontento,Food(prepared),2016-05-19T18:16:00Z,3
Tacontento,Food(prepared),2016-05-19T18:16:00Z,3
Tacontento,Food(prepared),2016-05-19T18:22:00Z,3
Tacontento,Food(prepared),2016-05-19T18:23:00Z,3
Tacontento,Food(prepared),2016-05-19T18:27:00Z,4.5
Tacontento,Food(prepared),2016-05-19T18:28:00Z,1.5
Tacontento,Food(prepared),2016-05-19T18:29:00Z,4.5
Tacontento,Food(prepared),2016-05-19T18:34:00Z,3
Tacontento,Food(prepared),2016-05-19T18:34:00Z,1.5
Tacontento,Food(prepared),2016-05-19T18:36:00Z,1.5
Tacontento,Food(prepared),2016-05-19T18:36:00Z,1.5
Tacontento,Food(prepared),2016-05-19T18:37:00Z,4.5
Tacontento,Food(prepared),2016-05-19T18:39:00Z,3
Tacontento,Food(prepared),2016-05-19T18:39:00Z,2.5
Tacontento,Food(prepared),2016-05-19T18:40:00Z,3
Tacontento,Food(prepared),2016-05-19T18:41:00Z,3
Tacontento,Food(prepared),2016-05-19T18:43:00Z,3
Tacontento,Food(prepared),2016-05-19T18:44:00Z,1.5
Tacontento,Food(prepared),2016-05-19T18:45:00Z,3
Tacontento,Food(prepared),2016-05-19T18:47:00Z,3
Tacontento,Food(prepared),2016-05-19T18:47:00Z,3
Tacontento,Food(prepared),2016-05-19T18:49:00Z,3
Tacontento,Food(prepared),2016-05-19T18:52:00Z,3
Tacontento,Food(prepared),2016-05-19T18:52:00Z,2.5
Tacontento,Food(prepared),2016-05-19T18:54:00Z,3
Tacontento,Food(prepared),2016-05-19T20:03:00Z,3
Tacontento,Food(prepared),2016-05-19T20:08:00Z,4.5
Tacontento,Food(prepared),2016-05-19T20:19:00Z,4.5
Tacontento,Food(prepared),2016-05-19T20:25:00Z,3
Tacontento,Food(prepared),2016-05-19T21:06:00Z,1.5
Tacontento,Food(prepared),2016-05-20T19:00:00Z,3
Tacontento,Food(prepared),2016-05-20T19:00:00Z,2
Tacontento,Food(prepared),2016-05-20T19:09:00Z,3
Tacontento,Food(prepared),2016-05-20T19:16:00Z,4.5
Tacontento,Food(prepared),2016-05-20T19:18:00Z,1.5
Tacontento,Food(prepared),2016-05-20T19:20:00Z,3
Tacontento,Food(prepared),2016-05-20T19:26:00Z,3
Tacontento,Food(prepared),2016-05-20T19:27:00Z,3
Tacontento,Food(prepared),2016-05-20T19:29:00Z,3
Tacontento,Food(prepared),2016-05-20T19:32:00Z,3
Tacontento,Food(prepared),2016-05-20T19:34:00Z,1.5
Tacontento,Food(prepared),2016-05-20T19:40:00Z,3
Tacontento,Food(prepared),2016-05-20T19:41:00Z,3
Tacontento,Food(prepared),2016-05-20T19:45:00Z,3
Tacontento,Food(prepared),2016-05-20T19:47:00Z,3
Tacontento,Food(prepared),2016-05-20T19:48:00Z,3
Tacontento,Food(prepared),2016-05-20T16:56:00Z,3
Tacontento,Food(prepared),2016-05-20T16:57:00Z,3
Tacontento,Food(prepared),2016-05-20T17:01:00Z,1.5
Tacontento,Food(prepared),2016-05-20T17:01:00Z,1.5
Tacontento,Food(prepared),2016-05-20T17:04:00Z,3
Tacontento,Food(prepared),2016-05-20T17:07:00Z,3
Tacontento,Food(prepared),2016-05-20T17:08:00Z,3
Tacontento,Food(prepared),2016-05-20T17:19:00Z,3
Tacontento,Food(prepared),2016-05-20T17:20:00Z,1.5
Tacontento,Food(prepared),2016-05-20T17:22:00Z,3
Tacontento,Food(prepared),2016-05-20T17:22:00Z,1.5
Tacontento,Food(prepared),2016-05-20T17:23:00Z,3
Tacontento,Food(prepared),2016-05-20T17:25:00Z,3
Tacontento,Food(prepared),2016-05-20T17:25:00Z,3
Tacontento,Food(prepared),2016-05-20T17:25:00Z,3
Tacontento,Food(prepared),2016-05-20T17:25:00Z,2.5
Tacontento,Food(prepared),2016-05-20T17:26:00Z,3
Tacontento,Food(prepared),2016-05-20T17:27:00Z,3
Tacontento,Food(prepared),2016-05-20T17:28:00Z,3
Tacontento,Food(prepared),2016-05-20T17:29:00Z,2.5
Tacontento,Food(prepared),2016-05-20T17:30:00Z,3
Tacontento,Food(prepared),2016-05-20T17:31:00Z,3
Tacontento,Food(prepared),2016-05-20T17:31:00Z,2.5
Tacontento,Food(prepared),2016-05-20T17:35:00Z,1.5
Tacontento,Food(prepared),2016-05-20T17:35:00Z,3
Tacontento,Food(prepared),2016-05-20T17:35:00Z,3
Tacontento,Food(prepared),2016-05-20T17:36:00Z,3
Tacontento,Food(prepared),2016-05-20T17:36:00Z,3
Tacontento,Food(prepared),2016-05-20T17:36:00Z,1.5
Tacontento,Food(prepared),2016-05-20T17:37:00Z,3
Tacontento,Food(prepared),2016-05-20T17:37:00Z,1.5
Tacontento,Food(prepared),2016-05-20T17:37:00Z,2.5
Tacontento,Food(prepared),2016-05-20T17:40:00Z,1.5
Tacontento,Food(prepared),2016-05-20T17:48:00Z,1
Tacontento,Food(prepared),2016-05-20T17:50:00Z,3
Tacontento,Food(prepared),2016-05-20T18:01:00Z,3
Tacontento,Food(prepared),2016-05-20T18:01:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:01:00Z,3
Tacontento,Food(prepared),2016-05-20T18:03:00Z,3
Tacontento,Food(prepared),2016-05-20T18:03:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:04:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:05:00Z,3
Tacontento,Food(prepared),2016-05-20T18:06:00Z,3
Tacontento,Food(prepared),2016-05-20T18:06:00Z,3
Tacontento,Food(prepared),2016-05-20T18:06:00Z,3
Tacontento,Food(prepared),2016-05-20T18:07:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:10:00Z,3
Tacontento,Food(prepared),2016-05-20T18:11:00Z,3
Tacontento,Food(prepared),2016-05-20T18:11:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:12:00Z,3
Tacontento,Food(prepared),2016-05-20T18:12:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:13:00Z,3
Tacontento,Food(prepared),2016-05-20T18:13:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:14:00Z,3
Tacontento,Food(prepared),2016-05-20T18:14:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:15:00Z,3
Tacontento,Food(prepared),2016-05-20T18:15:00Z,3
Tacontento,Food(prepared),2016-05-20T18:15:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:15:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:17:00Z,3
Tacontento,Food(prepared),2016-05-20T18:17:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:18:00Z,3
Tacontento,Food(prepared),2016-05-20T18:18:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:19:00Z,3
Tacontento,Food(prepared),2016-05-20T18:21:00Z,3
Tacontento,Food(prepared),2016-05-20T18:21:00Z,3
Tacontento,Food(prepared),2016-05-20T18:23:00Z,3
Tacontento,Food(prepared),2016-05-20T18:23:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:25:00Z,3
Tacontento,Food(prepared),2016-05-20T18:25:00Z,3
Tacontento,Food(prepared),2016-05-20T18:26:00Z,1
Tacontento,Food(prepared),2016-05-20T18:27:00Z,3
Tacontento,Food(prepared),2016-05-20T18:27:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:28:00Z,3
Tacontento,Food(prepared),2016-05-20T18:28:00Z,2.5
Tacontento,Food(prepared),2016-05-20T18:29:00Z,3
Tacontento,Food(prepared),2016-05-20T18:33:00Z,3
Tacontento,Food(prepared),2016-05-20T18:35:00Z,3
Tacontento,Food(prepared),2016-05-20T18:37:00Z,3
Tacontento,Food(prepared),2016-05-20T18:39:00Z,3
Tacontento,Food(prepared),2016-05-20T18:39:00Z,2.5
Tacontento,Food(prepared),2016-05-20T18:40:00Z,3
Tacontento,Food(prepared),2016-05-20T18:40:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:41:00Z,3
Tacontento,Food(prepared),2016-05-20T18:41:00Z,1.5
Tacontento,Food(prepared),2016-05-20T18:42:00Z,3
Tacontento,Food(prepared),2016-05-20T18:42:00Z,3
Tacontento,Food(prepared),2016-05-20T18:42:00Z,1
Tacontento,Food(prepared),2016-05-20T18:42:00Z,2.5
Tacontento,Food(prepared),2016-05-20T18:45:00Z,3
Tacontento,Food(prepared),2016-05-20T18:46:00Z,3
Tacontento,Food(prepared),2016-05-20T18:47:00Z,3
Tacontento,Food(prepared),2016-05-20T18:47:00Z,2.5
Tacontento,Food(prepared),2016-05-20T18:48:00Z,3
